Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/27/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Iceland,ISL,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,5.55812302,5.560279615,5.579018041,5.606870675,5.631830815,5.64162706,5.65700836,5.658940364,5.651536465,5.630961474,5.599148566,5.555926991,5.502789085,5.436510519,5.348766764,5.234879837,5.087640449,4.920151142,4.762915219,4.659095892,4.632244944,4.683762155,4.803943269,4.977691725,5.183822611,5.411278573,5.657105171,5.926039292,6.196100936,6.436498734,6.636888261,6.791469487,6.897027064,6.97247428,7.043788762,7.126733072,7.218230555,7.326087752,7.434893,7.521732565,7.564540149,7.574344847,7.550644567,7.504126958,7.442249542,7.364136681,7.234769431,7.079478704,6.918243014,6.782259078,6.691576508,6.606344841,6.568122452,6.553519088,6.533796439,6.48700848,6.471880176,6.432961177,6.392685958,
Iceland,ISL,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),SG.NOD.CONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,
Iceland,ISL,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),SG.MMR.LEVE.EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,
Iceland,ISL,Legislation exists on domestic violence (1=yes; 0=no),SG.LEG.DVAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,
Iceland,ISL,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),SG.LAW.NODC.HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,1,,1,,1,,
Iceland,ISL,Law mandates paid or unpaid maternity leave (1=yes; 0=no),SG.LAW.LEVE.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,
Iceland,ISL,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,
Iceland,ISL,Law prohibits or invalidates child or early marriage (1=yes; 0=no),SG.LAW.CHMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,
Iceland,ISL,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no),SG.JOB.NOPN.EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,
Iceland,ISL,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,25.4,25.4,34.9,34.9,34.9,34.9,30.2,30.2,33.3,33.3,33.3,33.3,42.9,42.9,39.7,39.7,39.7,39.7,41.3,47.6,47.6,38.1,38.1
Iceland,ISL,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.322669983,,,5.218900204,4.827089787,4.852509975,5.286049843,,6.823979855,6.48074007,6.50242,6.7871,7.38668,7.31736,7.21466,7.40943,7.37107,7.05265,7.20186,7.30666,6.97848,6.81823,7.59636,7.49122,7.68856,7.53237,7.45988,,,
Iceland,ISL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.57631016,,,11.90876007,11.27031994,11.02834988,12.68540001,,16.70634079,15.5717001,15.73919,16.20941,17.08739,16.3759,16.80609,17.81014,17.92558,17.21786,13.03326,15.16024,14.60397,15.41712,17.33145,17.66942,17.54882,18.15799,16.83943,,,
Iceland,ISL,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69581032,,,22.35947037,19.95012093,19.21384048,16.4183197,,,18.0082798,18.08919,17.8513,18.06618,18.5847,18.54073,19.1299,17.97757,18.88142,19.70401,20.3974,21.46367,19.42101,19.39008,19.36308,18.80458,18.88877,19.91437,,,
Iceland,ISL,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.25606918,34.21567,33.90251,33.12299,29.49893,26.5597,27.72733,25.60609,26.22425,27.08364,28.05608,26.39043,22.41595,24.73664,23.88149,23.86484,24.7867,27.31457,,,
Iceland,ISL,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.77852058,,,39.93059921,41.98936844,,43.77183151,,,33.85641861,32.46631,34.77509,34.21395,34.5466,34.58216,33.64924,33.6148,32.57589,31.9235,31.9646,31.15039,31.74802,28.00106,27.94207,27.6617,28.12977,27.26717,,,
Iceland,ISL,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.73813057,18.47479,20.89689,21.70009,21.16054,22.28504,22.20157,22.2036,20.78793,20.80577,21.20794,19.40782,19.60857,17.84044,18.11362,19.35348,20.35202,19.39879,,,
Iceland,ISL,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.52566147,,,29.38237,29.64757919,,30.63640022,,,36.36103058,37.01107,34.50186,36.21417,34.86933,34.75124,35.02579,34.6421,34.28524,33.41234,32.60843,32.37552,33.66935,28.35367,28.59841,29.0133,28.62802,27.93969,,,
Iceland,ISL,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.53313065,21.6339,20.9936,24.44401,23.47368,23.63424,25.01504,25.499,25.04229,25.50665,25.41365,24.3018,24.88264,23.35429,23.30171,24.10316,22.79978,22.10298,,,
Iceland,ISL,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.30064,91.4945,90.01127,90.25697,91.93853,92.21785,93.36256,94.53566,94.23255,94.72823,93.87541,94.49269,95.47261,,,
Iceland,ISL,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.51029,95.00273,92.41846,82.0517,91.2925,99.94607,93.51677,95.72183,94.41594,94.92253,94.76417,93.61758,93.41053,,,
Iceland,ISL,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.14841,92.74147,89.80618,93.83336,93.03422,93.01083,94.10371,94.70488,95.28232,95.15191,94.74229,95.26302,96.31945,,,
Iceland,ISL,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.90749,88.10962,87.42885,88.00206,89.39608,89.52839,91.54941,92.92434,92.77428,94.37836,92.52171,94.03902,95.13253,,,
Iceland,ISL,"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,,,,,,,,,,,,8.438819885,10.38461971,14.12429047,12.68292999,10.73826027,11.82608986,,,,,,,,,,,,,,,,,,,,,,44.67134857,43.38697815,42.6259,49.25755,48.17073,47.85245,42.7953,44.66891,44.34316,44.67109,48.96783,48.85216,47.34093,47.19736,48.12956,,,,,,,
Iceland,ISL,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,14.33835983,15.62870979,16.88203049,17.35511971,17.95877075,18.43734932,18.34861946,18.26622009,,,19.87914085,,22.08230019,22.21338081,,18.68170929,,,20.30096054,22.13290977,20.93176079,24.20363998,22.86638069,28.17448997,29.62578011,29.04807091,30.87779045,30.51581001,30.19330978,34.7424,35.7472,39.80202,44.84512,47.68387,48.11969,50.31418,49.80248,51.28316,52.16191,56.76676,60.83241,60.68043,59.59379,59.78096,54.70039,51.78242,50.60147,,
Iceland,ISL,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,,,,,,,,,,,,5.118249893,6.118859768,7.509389877,8.197629929,9.820659637,11.52064037,12.37112999,13.49822998,,,20.91571999,,23.8551693,24.86412048,,24.06352997,,,26.58959961,29.14827919,29.01478958,35.1451416,31.93194962,39.9843483,41.52418137,42.91564941,45.10091019,47.25220871,50.96405029,57.69787,61.1457,69.62723,80.33469,89.36911,92.49413,94.92352,93.48687,97.25903,97.54238,101.5427,102.5984,103.8388,101.7822,104.1499,98.04906,96.79791,94.42382,,
Iceland,ISL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,9.918600082,11.06989956,12.38255978,12.94845009,14.03573036,15.0983696,15.45748997,15.95796967,,19.68511009,20.38130951,21.23060989,22.94732094,23.51136971,20.90217018,21.3282795,21.58879089,21.7741909,23.40426064,25.59527016,24.91892052,29.60026932,27.33493996,33.98815918,35.475811,35.8638916,37.86267853,38.74671173,40.43772888,46.09699,48.32954,54.57972,62.39248,68.21238,69.88068,72.1246,71.1184,73.74512,74.41502,78.81844,81.47075,81.95589,80.29685,81.43798,75.76606,73.60044,71.84501,,
Iceland,ISL,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,,,,,,,,,,,,7.198309898,7.576920033,6.403950214,5.924389839,6.029079914,5.165219784,,,,,,,,,,,,,,,,,,,,,,5.169109821,5.921619892,5.79556,5.21454,5.88618,6.74432,9.09709,8.51235,8.42949,8.06782,7.98416,7.76814,8.57123,8.87659,8.71305,,,,,,,
Iceland,ISL,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.92438,,,,,,,,,,,,,,
Iceland,ISL,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.66015,,,,,,,,,,,,,,
Iceland,ISL,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.20675,,,,,,,,,,,,,,
Iceland,ISL,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.115619898,6.802199841,8.52091,5.99301,2.00766,,,0.10869,0.9763,2.52718,3.13042,4.16667,4.1307,3.28749,2.01731,1.7098,0.70268,0.53043,0.14237,0.48252,,
Iceland,ISL,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.830279946,8.592100143,9.9058,6.21416,,,,,,2.2906,3.44127,4.53308,3.77385,2.34499,1.13469,2.17457,,,,0.50094,,
Iceland,ISL,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.415380001,4.918290138,7.06409,5.76078,,,,,,2.77497,2.80387,3.78115,4.50556,4.27325,2.93891,1.22603,,,,0.4637,,
Iceland,ISL,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,,,,,,,,,,,,28.00181007,27.61001015,,,29.29962921,29.28362083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Secondary education, teachers, female",SE.SEC.TCHR.FE,,,,,,,,,,,,618,640,,,707,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Secondary education, teachers",SE.SEC.TCHR,,,,,,,,,,,,2207,2318,,,2413,2387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Trained teachers in secondary education (% of total teachers),SE.SEC.TCAQ.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Trained teachers in lower secondary education (% of total teachers),SE.SEC.TCAQ.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Progression to secondary school (%),SE.SEC.PROG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.04190826,99.93000793,99.75174713,99.87945,99.78468,99.58055,99.6545,99.44654,99.83109,99.76859,99.83475,99.77532,99.92897,99.7507,99.67424,,,,,,,,
Iceland,ISL,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.85739899,100,99.7724,100,99.17974,100,100,99.67646,100,99.67737,100,99.86188,100,100,,,,,,,,
Iceland,ISL,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.03707886,100,99.49111176,100,99.54809,100,99.29419,98.85834,100,99.53537,100,99.53915,100,99.48526,99.33097,,,,,,,,
Iceland,ISL,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.003009796,3.780790091,4.04569,4.18816,4.73631,4.09981,4.25076,5.85481,6.48083,6.79851,7.23307,11.9886,12.28981,12.39742,13.30584,13.53627,14.20997,13.9497,14.97013,14.73508,,
Iceland,ISL,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.93357849,81.38730621,79.55547,80.07134,83.54017,85.81672,88.42327,89.58415,90.01283,88.78155,88.06405,86.12349,87.23793,86.47609,86.76453,86.07908,87.5502,88.90719,88.74134,90.18292,,
Iceland,ISL,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.69995117,86.01917267,84.70038,83.97959,86.79452,89.33811,90.99608,91.62347,91.31714,91.00058,89.85709,87.98982,88.56614,87.2124,87.57962,88.89241,89.8803,90.59733,91.28505,92.39913,,
Iceland,ISL,"School enrollment, secondary (% net)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,72.23603058,,,,,,,,,,,,,,,,,,,,,85.79953003,83.65499878,82.06997,81.97875,85.12872,87.53701,89.68152,90.58223,90.6513,89.86835,88.94186,87.03614,87.88673,86.83565,87.162,87.4513,88.68837,89.73447,89.98944,91.2734,,
Iceland,ISL,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,,,,,,,,,,,,87.20327759,,,,86.23197174,87.8011322,88.03928375,,,81.49118042,89.49127197,,91.49945068,93.58738708,,96.88059998,,97.29280853,99.15978241,,101.3149185,102.9294815,103.3579407,103.4599991,104.2005615,104.69384,,110.3774796,105.0524826,102.6957,103.53437,108.70673,112.74258,108.71055,110.46162,109.89096,106.93051,107.04755,105.03952,106.4723,106.3269,110.359,116.0036,116.6203,118.6126,117.5228,118.1142,,
Iceland,ISL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,,,,,,,,,,,,72.60791779,,,,73.2532196,74.90933228,78.46173859,,,80.58953857,81.75369263,,84.64655304,85.88524628,,90.00763702,,92.99124146,94.29303741,,97.73842621,100.0623016,101.7737122,101.4970932,101.2671432,101.6579208,,112.4247818,111.2349625,110.39181,110.34694,115.36301,120.18045,111.52337,112.06685,112.16804,112.18103,110.18718,108.0544,108.1961,106.9892,109.6416,120.5985,120.7053,119.5652,117.7392,116.8999,,
Iceland,ISL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,80.12185669,81.51843262,,,79.92080688,81.52433777,83.37055206,82.63867188,84.40769958,81.05001831,85.70188141,87.337677,88.13968658,89.81336212,92.05420685,93.52178955,95.94696045,95.19233704,96.78359222,98.17893219,99.56746674,101.5270462,102.5821075,102.4976196,102.7615509,103.2049332,,111.3811569,108.0793304,106.45706,106.85923,111.95587,116.37618,110.08618,111.24725,111.0056,109.502,108.58461,106.51382,107.3143,106.6503,110.0091,118.2448,118.6157,119.0789,117.629,117.5167,,
Iceland,ISL,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,,,,,,,,,,,,32.13018036,,28.00464058,26.02681923,26.48586082,26.55997086,31.73110008,,,,,,38.2797699,,,37.28223038,,38.24816132,37.96332169,,34.22967148,33.65755081,33.77664185,34.83496857,34.08427811,34.85723877,,32.86766815,34.38422012,35.88808,37.65562,40.26463,38.27415,41.35616,39.91161,40.95368,42.6082,42.40419,41.62409,41.71249,41.97142,40.50013,42.55956,41.4237,40.75433,38.73041,36.19976,,
Iceland,ISL,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,,,,,,,,,,,,5070,5282,5167,4772,5199,5561,5742,,,6543,7552,,7406,,,7462,,7318,7689,,6322,5963,5865,6726,6170,6059,,6514,6439,6576,7149,7709,7266,7300,7241,7340,7001,7254,7241,7638,7629,7958,8017,7923,7901,7467,6768,,
Iceland,ISL,"Pupil-teacher ratio, upper secondary",SE.SEC.ENRL.UP.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.32534981,14.1469202,13.63545,13.67968,13.53766,13.58042,12.12267,11.95668,11.70767,11.50028,11.37433,11.64981,12.12527,12.2561,12.45239,,,,,,,
Iceland,ISL,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,,,,,,,,,,,,10.48663044,10.39904976,,,10.37215042,10.83075047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88518,10.02498,9.87879,,,,
Iceland,ISL,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,,,,,,,,,,,,47.28892136,48.04228973,48.39542007,49.05878067,49.31161118,49.71910095,49.78808975,,,,,,50.47603989,,,50.65433121,,51.04011154,51.10303116,,51.71326065,51.81917191,52.15036011,52.48538971,51.99517822,51.6472702,52.36487961,53.5359993,54.34506989,54.48605,54.03603,53.29945,53.68764,51.89764,51.90936,51.81476,52.10513,51.57615,51.68499,51.30606,50.92794,50.88928,51.65282,51.92353,51.44033,51.86276,51.98464,,
Iceland,ISL,"Secondary education, general pupils",SE.SEC.ENRL.GC,,,,,,,,,,,,18074,18823,19382,19921,19829,20292,20764,,,18914,19091,,19221,,,20097,,20719,20897,,23143,24022,24368,23437,24083,24404,25477,26711,26041,25557,25037,25777,27321,25400,26082,26560,27433,27821,27834,27985,27588,28169,30221,29607,28917,28184,28393,,
Iceland,ISL,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,43.96820068,,,,44.5700798,44.73754883,45.87641144,,,48.6506691,46.71770859,,47.08378983,46.8567009,,47.03364182,,47.70124817,47.56874084,,47.96199036,48.20743942,48.58597946,48.5495491,48.34231186,48.30778122,,49.48382187,50.38793182,50.67999,50.39769,50.29863,50.44959,49.54434,49.30228,49.46313,50.17425,49.67926,49.60798,49.24908,48.9877,48.60077,49.74633,49.7069,49.14716,49.11223,48.94628,,
Iceland,ISL,"Secondary education, pupils",SE.SEC.ENRL,,,,,,,,,,,,23144,24105,,,25028,25853,26506,26251,26699,25457,26643,26769,26627,26803,27237,27559,28218,28037,28586,29059,29465,29985,30233,30163,30253,30463,,33225,32480,32133,32186,33486,34587,32700,33323,33900,34434,35075,35075,35623,35217,36127,38238,37530,36818,35651,35161,,
Iceland,ISL,"Secondary education, duration (years)",SE.SEC.DURS,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Iceland,ISL,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.74126,,,,,,,,,,,,,,
Iceland,ISL,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Coverage of social safety net programs in 4th quintile (% of population),per_sa_allsa.cov_q4_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
